"Year","Age","Value","Technology","Size","Adj_stock","Survival_rate_mdl"
"1970","0",8401478,"ICEV-G","Car","y",1
"1971","0",10242850,"ICEV-G","Car","y",1
"1972","0",10944525,"ICEV-G","Car","y",1
"1973","0",11432136,"ICEV-G","Car","y",1
"1974","0",8835294,"ICEV-G","Car","y",1
"1975","0",8597265,"ICEV-G","Car","y",1
"1976","0",10087758,"ICEV-G","Car","y",1
"1977","0",11144977,"ICEV-G","Car","y",1
"1978","0",11198597,"ICEV-G","Car","y",1
"1979","0",10401905,"ICEV-G","Car","y",1
"1980","0",8592005,"ICEV-G","Car","y",1
"1981","0",8015304,"ICEV-G","Car","y",1
"1982","0",7627599,"ICEV-G","Car","y",1
"1983","0",8990096,"ICEV-G","Car","y",1
"1984","0",10240330,"ICEV-G","Car","y",1
"1985","0",10952447,"ICEV-G","Car","y",1
"1986","0",11410468,"ICEV-G","Car","y",1
"1987","0",10261523,"ICEV-G","Car","y",1
"1988","0",10623589,"ICEV-G","Car","y",1
"1989","0",9885132,"ICEV-G","Car","y",1
"1990","0",9293656,"ICEV-G","Car","y",1
"1991","0",8167292,"ICEV-G","Car","y",1
"1992","0",8208459,"ICEV-G","Car","y",1
"1993","0",8515322,"ICEV-G","Car","y",1
"1994","0",8986602,"ICEV-G","Car","y",1
"1995","0",8595204,"ICEV-G","Car","y",1
"1996","0",8512489,"ICEV-G","Car","y",1
"1997","0",8248990,"ICEV-G","Car","y",1
"1998","0",8011790,"ICEV-G","Car","y",1
"1999","0",9473864,"ICEV-G","Car","y",1
"2000","0",8818755,"ICEV-G","Car","y",1
"2001","0",8347793,"ICEV-G","Car","y",1
"2002","0",7992455,"ICEV-G","Car","y",1
"2003","0",7523043,"ICEV-G","Car","y",1
"2004","0",7444248,"ICEV-G","Car","y",1
"2005","0",7580598,"ICEV-G","Car","y",1
"2006","0",7155040,"ICEV-G","Car","y",1
"2007","0",7142541,"ICEV-G","Car","y",1
"2008","0",5945575,"ICEV-G","Car","y",1
"2009","0",4388493,"ICEV-G","Car","y",1
"2010","0",5127681,"ICEV-G","Car","y",1
"2011","0",5867118,"ICEV-G","Car","y",1
"2012","0",6523116,"ICEV-G","Car","y",1
"2013","0",6736720,"ICEV-G","Car","y",1
"2014","0",7466999,"ICEV-G","Car","y",1
"2015","0",6572323,"ICEV-G","Car","y",1
"2016","0",8115033,"ICEV-G","Car","y",1
"2017","0",7398936,"ICEV-G","Car","y",1
"2018","0",7514114,"ICEV-G","Car","y",1
"2019","0",7448316,"ICEV-G","Car","y",1
"2020","0",8134809,"ICEV-G","Car","y",1
"2021","0",8076530,"ICEV-G","Car","y",1
"2022","0",7647653,"ICEV-G","Car","y",1
"2023","0",7410832,"ICEV-G","Car","y",1
"2024","0",7262362,"ICEV-G","Car","y",1
"2025","0",7097261,"ICEV-G","Car","y",1
"2026","0",6835071,"ICEV-G","Car","y",1
"2027","0",6371825,"ICEV-G","Car","y",1
"2028","0",6137137,"ICEV-G","Car","y",1
"2029","0",5774394,"ICEV-G","Car","y",1
"2030","0",5406544,"ICEV-G","Car","y",1
"2031","0",4982228,"ICEV-G","Car","y",1
"2032","0",4490422,"ICEV-G","Car","y",1
"2033","0",4018560,"ICEV-G","Car","y",1
"2034","0",3575161,"ICEV-G","Car","y",1
"2035","0",3158443,"ICEV-G","Car","y",1
"2036","0",3073028,"ICEV-G","Car","y",1
"2037","0",3065536,"ICEV-G","Car","y",1
"2038","0",3018297,"ICEV-G","Car","y",1
"2039","0",3029518,"ICEV-G","Car","y",1
"2040","0",3097730,"ICEV-G","Car","y",1
"2041","0",3142680,"ICEV-G","Car","y",1
"2042","0",3184943,"ICEV-G","Car","y",1
"2043","0",3235574,"ICEV-G","Car","y",1
"2044","0",3269944,"ICEV-G","Car","y",1
"2045","0",3297829,"ICEV-G","Car","y",1
"2046","0",3297690,"ICEV-G","Car","y",1
"2047","0",3306118,"ICEV-G","Car","y",1
"2048","0",3277502,"ICEV-G","Car","y",1
"2049","0",3267504,"ICEV-G","Car","y",1
"2050","0",3231770,"ICEV-G","Car","y",1
"1970","1",5681474,"ICEV-G","Car","y",1
"1971","1",8337412,"ICEV-G","Car","y",1
"1972","1",10170153,"ICEV-G","Car","y",1
"1973","1",10890844,"ICEV-G","Car","y",1
"1974","1",11432136,"ICEV-G","Car","y",1
"1975","1",8739670,"ICEV-G","Car","y",1
"1976","1",8519636,"ICEV-G","Car","y",1
"1977","1",9793228,"ICEV-G","Car","y",1
"1978","1",11036190,"ICEV-G","Car","y",1
"1979","1",11006048,"ICEV-G","Car","y",1
"1980","1",10401905,"ICEV-G","Car","y",1
"1981","1",8592005,"ICEV-G","Car","y",1
"1982","1",7993301,"ICEV-G","Car","y",1
"1983","1",7627599,"ICEV-G","Car","y",1
"1984","1",8892649,"ICEV-G","Car","y",1
"1985","1",9891229,"ICEV-G","Car","y",1
"1986","1",10742881,"ICEV-G","Car","y",1
"1987","1",11237871,"ICEV-G","Car","y",1
"1988","1",10147995,"ICEV-G","Car","y",1
"1989","1",10457954,"ICEV-G","Car","y",1
"1990","1",9544315,"ICEV-G","Car","y",1
"1991","1",8788097,"ICEV-G","Car","y",1
"1992","1",7966335,"ICEV-G","Car","y",1
"1993","1",8163214,"ICEV-G","Car","y",1
"1994","1",8420030,"ICEV-G","Car","y",1
"1995","1",8932087,"ICEV-G","Car","y",1
"1996","1",8338110,"ICEV-G","Car","y",1
"1997","1",8455825,"ICEV-G","Car","y",1
"1998","1",8248990,"ICEV-G","Car","y",1
"1999","1",7908272,"ICEV-G","Car","y",1
"2000","1",9446537,"ICEV-G","Car","y",1
"2001","1",8818755,"ICEV-G","Car","y",1
"2002","1",8224953,"ICEV-G","Car","y",1
"2003","1",7988434,"ICEV-G","Car","y",1
"2004","1",7523043,"ICEV-G","Car","y",1
"2005","1",7444248,"ICEV-G","Car","y",1
"2006","1",7546535,"ICEV-G","Car","y",1
"2007","1",7155040,"ICEV-G","Car","y",1
"2008","1",7142541,"ICEV-G","Car","y",1
"2009","1",5945575,"ICEV-G","Car","y",1
"2010","1",4388493,"ICEV-G","Car","y",1
"2011","1",5127681,"ICEV-G","Car","y",1
"2012","1",5867118,"ICEV-G","Car","y",1
"2013","1",6523116,"ICEV-G","Car","y",1
"2014","1",6704410,"ICEV-G","Car","y",1
"2015","1",7466999,"ICEV-G","Car","y",1
"2016","1",6572323,"ICEV-G","Car","y",1
"2017","1",8115033,"ICEV-G","Car","y",1
"2018","1",7398936,"ICEV-G","Car","y",1
"2019","1",7514114,"ICEV-G","Car","y",1
"2020","1",7448316,"ICEV-G","Car","y",1
"2021","1",8134809,"ICEV-G","Car","y",1
"2022","1",8076530,"ICEV-G","Car","y",1
"2023","1",7647653,"ICEV-G","Car","y",1
"2024","1",7410832,"ICEV-G","Car","y",1
"2025","1",7262362,"ICEV-G","Car","y",1
"2026","1",7097261,"ICEV-G","Car","y",1
"2027","1",6835071,"ICEV-G","Car","y",1
"2028","1",6371825,"ICEV-G","Car","y",1
"2029","1",6137137,"ICEV-G","Car","y",1
"2030","1",5774394,"ICEV-G","Car","y",1
"2031","1",5406544,"ICEV-G","Car","y",1
"2032","1",4982228,"ICEV-G","Car","y",1
"2033","1",4490422,"ICEV-G","Car","y",1
"2034","1",4018560,"ICEV-G","Car","y",1
"2035","1",3575161,"ICEV-G","Car","y",1
"2036","1",3158443,"ICEV-G","Car","y",1
"2037","1",3073028,"ICEV-G","Car","y",1
"2038","1",3065536,"ICEV-G","Car","y",1
"2039","1",3018297,"ICEV-G","Car","y",1
"2040","1",3029518,"ICEV-G","Car","y",1
"2041","1",3097730,"ICEV-G","Car","y",1
"2042","1",3142680,"ICEV-G","Car","y",1
"2043","1",3184943,"ICEV-G","Car","y",1
"2044","1",3235574,"ICEV-G","Car","y",1
"2045","1",3269944,"ICEV-G","Car","y",1
"2046","1",3297829,"ICEV-G","Car","y",1
"2047","1",3297690,"ICEV-G","Car","y",1
"2048","1",3306118,"ICEV-G","Car","y",1
"2049","1",3277502,"ICEV-G","Car","y",1
"2050","1",3267504,"ICEV-G","Car","y",1
"1970","2",5681474,"ICEV-G","Car","y",1
"1971","2",5638150,"ICEV-G","Car","y",1
"1972","2",8278238,"ICEV-G","Car","y",1
"1973","2",10120270,"ICEV-G","Car","y",1
"1974","2",10890844,"ICEV-G","Car","y",1
"1975","2",11308407,"ICEV-G","Car","y",1
"1976","2",8660756,"ICEV-G","Car","y",1
"1977","2",8270891,"ICEV-G","Car","y",1
"1978","2",9697637,"ICEV-G","Car","y",1
"1979","2",10846434,"ICEV-G","Car","y",1
"1980","2",11006048,"ICEV-G","Car","y",1
"1981","2",10401905,"ICEV-G","Car","y",1
"1982","2",8568419,"ICEV-G","Car","y",1
"1983","2",7993301,"ICEV-G","Car","y",1
"1984","2",7544921,"ICEV-G","Car","y",1
"1985","2",8589492,"ICEV-G","Car","y",1
"1986","2",9701969,"ICEV-G","Car","y",1
"1987","2",10580383,"ICEV-G","Car","y",1
"1988","2",11113542,"ICEV-G","Car","y",1
"1989","2",9989775,"ICEV-G","Car","y",1
"1990","2",10097388,"ICEV-G","Car","y",1
"1991","2",9025121,"ICEV-G","Car","y",1
"1992","2",8571865,"ICEV-G","Car","y",1
"1993","2",7922424,"ICEV-G","Car","y",1
"1994","2",8071862,"ICEV-G","Car","y",1
"1995","2",8368952,"ICEV-G","Car","y",1
"1996","2",8664917,"ICEV-G","Car","y",1
"1997","2",8282608,"ICEV-G","Car","y",1
"1998","2",8455825,"ICEV-G","Car","y",1
"1999","2",8142407,"ICEV-G","Car","y",1
"2000","2",7885461,"ICEV-G","Car","y",1
"2001","2",9446537,"ICEV-G","Car","y",1
"2002","2",8688984,"ICEV-G","Car","y",1
"2003","2",8220815,"ICEV-G","Car","y",1
"2004","2",7988434,"ICEV-G","Car","y",1
"2005","2",7523043,"ICEV-G","Car","y",1
"2006","2",7410798,"ICEV-G","Car","y",1
"2007","2",7546535,"ICEV-G","Car","y",1
"2008","2",7155040,"ICEV-G","Car","y",1
"2009","2",7142541,"ICEV-G","Car","y",1
"2010","2",5945575,"ICEV-G","Car","y",1
"2011","2",4388493,"ICEV-G","Car","y",1
"2012","2",5127681,"ICEV-G","Car","y",1
"2013","2",5867118,"ICEV-G","Car","y",1
"2014","2",6491830,"ICEV-G","Car","y",1
"2015","2",6704410,"ICEV-G","Car","y",1
"2016","2",7466999,"ICEV-G","Car","y",1
"2017","2",6572323,"ICEV-G","Car","y",1
"2018","2",8115033,"ICEV-G","Car","y",1
"2019","2",7398936,"ICEV-G","Car","y",1
"2020","2",7514114,"ICEV-G","Car","y",1
"2021","2",7448316,"ICEV-G","Car","y",1
"2022","2",8134809,"ICEV-G","Car","y",1
"2023","2",8076530,"ICEV-G","Car","y",1
"2024","2",7647653,"ICEV-G","Car","y",1
"2025","2",7410832,"ICEV-G","Car","y",1
"2026","2",7262362,"ICEV-G","Car","y",1
"2027","2",7097261,"ICEV-G","Car","y",1
"2028","2",6835071,"ICEV-G","Car","y",1
"2029","2",6371825,"ICEV-G","Car","y",1
"2030","2",6137137,"ICEV-G","Car","y",1
"2031","2",5774394,"ICEV-G","Car","y",1
"2032","2",5406544,"ICEV-G","Car","y",1
"2033","2",4982228,"ICEV-G","Car","y",1
"2034","2",4490422,"ICEV-G","Car","y",1
"2035","2",4018560,"ICEV-G","Car","y",1
"2036","2",3575161,"ICEV-G","Car","y",1
"2037","2",3158443,"ICEV-G","Car","y",1
"2038","2",3073028,"ICEV-G","Car","y",1
"2039","2",3065536,"ICEV-G","Car","y",1
"2040","2",3018297,"ICEV-G","Car","y",1
"2041","2",3029518,"ICEV-G","Car","y",1
"2042","2",3097730,"ICEV-G","Car","y",1
"2043","2",3142680,"ICEV-G","Car","y",1
"2044","2",3184943,"ICEV-G","Car","y",1
"2045","2",3235574,"ICEV-G","Car","y",1
"2046","2",3269944,"ICEV-G","Car","y",1
"2047","2",3297829,"ICEV-G","Car","y",1
"2048","2",3297690,"ICEV-G","Car","y",1
"2049","2",3306118,"ICEV-G","Car","y",1
"2050","2",3277502,"ICEV-G","Car","y",1
"1970","3",5681474,"ICEV-G","Car","y",1
"1971","3",5638150,"ICEV-G","Car","y",1
"1972","3",5598134,"ICEV-G","Car","y",1
"1973","3",8237635,"ICEV-G","Car","y",1
"1974","3",10120270,"ICEV-G","Car","y",1
"1975","3",10772974,"ICEV-G","Car","y",1
"1976","3",11206298,"ICEV-G","Car","y",1
"1977","3",8407891,"ICEV-G","Car","y",1
"1978","3",8190159,"ICEV-G","Car","y",1
"1979","3",9530895,"ICEV-G","Car","y",1
"1980","3",10846434,"ICEV-G","Car","y",1
"1981","3",11006048,"ICEV-G","Car","y",1
"1982","3",10373350,"ICEV-G","Car","y",1
"1983","3",8568419,"ICEV-G","Car","y",1
"1984","3",7906659,"ICEV-G","Car","y",1
"1985","3",7287708,"ICEV-G","Car","y",1
"1986","3",8425139,"ICEV-G","Car","y",1
"1987","3",9555215,"ICEV-G","Car","y",1
"1988","3",10463328,"ICEV-G","Car","y",1
"1989","3",10940268,"ICEV-G","Car","y",1
"1990","3",9645351,"ICEV-G","Car","y",1
"1991","3",9548107,"ICEV-G","Car","y",1
"1992","3",8803057,"ICEV-G","Car","y",1
"1993","3",8524617,"ICEV-G","Car","y",1
"1994","3",7833768,"ICEV-G","Car","y",1
"1995","3",8022897,"ICEV-G","Car","y",1
"1996","3",8118626,"ICEV-G","Car","y",1
"1997","3",8607239,"ICEV-G","Car","y",1
"1998","3",8282608,"ICEV-G","Car","y",1
"1999","3",8346571,"ICEV-G","Car","y",1
"2000","3",8118921,"ICEV-G","Car","y",1
"2001","3",7885461,"ICEV-G","Car","y",1
"2002","3",9307529,"ICEV-G","Car","y",1
"2003","3",8684613,"ICEV-G","Car","y",1
"2004","3",8220815,"ICEV-G","Car","y",1
"2005","3",7988434,"ICEV-G","Car","y",1
"2006","3",7489239,"ICEV-G","Car","y",1
"2007","3",7410798,"ICEV-G","Car","y",1
"2008","3",7546535,"ICEV-G","Car","y",1
"2009","3",7155040,"ICEV-G","Car","y",1
"2010","3",7142541,"ICEV-G","Car","y",1
"2011","3",5945575,"ICEV-G","Car","y",1
"2012","3",4388493,"ICEV-G","Car","y",1
"2013","3",5127681,"ICEV-G","Car","y",1
"2014","3",5838978,"ICEV-G","Car","y",1
"2015","3",6491830,"ICEV-G","Car","y",1
"2016","3",6704410,"ICEV-G","Car","y",1
"2017","3",7466999,"ICEV-G","Car","y",1
"2018","3",6572323,"ICEV-G","Car","y",1
"2019","3",8115033,"ICEV-G","Car","y",1
"2020","3",7398936,"ICEV-G","Car","y",1
"2021","3",7514114,"ICEV-G","Car","y",1
"2022","3",7448316,"ICEV-G","Car","y",1
"2023","3",8134809,"ICEV-G","Car","y",1
"2024","3",8076530,"ICEV-G","Car","y",1
"2025","3",7647653,"ICEV-G","Car","y",1
"2026","3",7410832,"ICEV-G","Car","y",1
"2027","3",7262362,"ICEV-G","Car","y",1
"2028","3",7097261,"ICEV-G","Car","y",1
"2029","3",6835071,"ICEV-G","Car","y",1
"2030","3",6371825,"ICEV-G","Car","y",1
"2031","3",6137137,"ICEV-G","Car","y",1
"2032","3",5774394,"ICEV-G","Car","y",1
"2033","3",5406544,"ICEV-G","Car","y",1
"2034","3",4982228,"ICEV-G","Car","y",1
"2035","3",4490422,"ICEV-G","Car","y",1
"2036","3",4018560,"ICEV-G","Car","y",1
"2037","3",3575161,"ICEV-G","Car","y",1
"2038","3",3158443,"ICEV-G","Car","y",1
"2039","3",3073028,"ICEV-G","Car","y",1
"2040","3",3065536,"ICEV-G","Car","y",1
"2041","3",3018297,"ICEV-G","Car","y",1
"2042","3",3029518,"ICEV-G","Car","y",1
"2043","3",3097730,"ICEV-G","Car","y",1
"2044","3",3142680,"ICEV-G","Car","y",1
"2045","3",3184943,"ICEV-G","Car","y",1
"2046","3",3235574,"ICEV-G","Car","y",1
"2047","3",3269944,"ICEV-G","Car","y",1
"2048","3",3297829,"ICEV-G","Car","y",1
"2049","3",3297690,"ICEV-G","Car","y",1
"2050","3",3306118,"ICEV-G","Car","y",1
"1970","4",5613297,"ICEV-G","Car","y",1
"1971","4",5570492,"ICEV-G","Car","y",1
"1972","4",5530957,"ICEV-G","Car","y",1
"1973","4",5503828,"ICEV-G","Car","y",1
"1974","4",8154292,"ICEV-G","Car","y",1
"1975","4",9890611,"ICEV-G","Car","y",1
"1976","4",10547591,"ICEV-G","Car","y",1
"1977","4",10748562,"ICEV-G","Car","y",1
"1978","4",8225911,"ICEV-G","Car","y",1
"1979","4",7952745,"ICEV-G","Car","y",1
"1980","4",9530895,"ICEV-G","Car","y",1
"1981","4",10728007,"ICEV-G","Car","y",1
"1982","4",10844125,"ICEV-G","Car","y",1
"1983","4",10309537,"ICEV-G","Car","y",1
"1984","4",8373836,"ICEV-G","Car","y",1
"1985","4",7545469,"ICEV-G","Car","y",1
"1986","4",7062485,"ICEV-G","Car","y",1
"1987","4",8198127,"ICEV-G","Car","y",1
"1988","4",9336108,"ICEV-G","Car","y",1
"1989","4",10176589,"ICEV-G","Car","y",1
"1990","4",10436316,"ICEV-G","Car","y",1
"1991","4",9011213,"ICEV-G","Car","y",1
"1992","4",9201417,"ICEV-G","Car","y",1
"1993","4",8649480,"ICEV-G","Car","y",1
"1994","4",8328070,"ICEV-G","Car","y",1
"1995","4",7692811,"ICEV-G","Car","y",1
"1996","4",7689527,"ICEV-G","Car","y",1
"1997","4",7967810,"ICEV-G","Car","y",1
"1998","4",8607239,"ICEV-G","Car","y",1
"1999","4",8077484,"ICEV-G","Car","y",1
"2000","4",8222626,"ICEV-G","Car","y",1
"2001","4",8118921,"ICEV-G","Car","y",1
"2002","4",7676192,"ICEV-G","Car","y",1
"2003","4",9191212,"ICEV-G","Car","y",1
"2004","4",8679013,"ICEV-G","Car","y",1
"2005","4",8144943,"ICEV-G","Car","y",1
"2006","4",7857108,"ICEV-G","Car","y",1
"2007","4",7413155,"ICEV-G","Car","y",1
"2008","4",7377787,"ICEV-G","Car","y",1
"2009","4",7546535,"ICEV-G","Car","y",1
"2010","4",7129871,"ICEV-G","Car","y",1
"2011","4",7141916,"ICEV-G","Car","y",1
"2012","4",5912002,"ICEV-G","Car","y",1
"2013","4",4362520,"ICEV-G","Car","y",1
"2014","4",5041851,"ICEV-G","Car","y",1
"2015","4",5838978,"ICEV-G","Car","y",1
"2016","4",6491830,"ICEV-G","Car","y",1
"2017","4",6704410,"ICEV-G","Car","y",1
"2018","4",7466999,"ICEV-G","Car","y",1
"2019","4",6572323,"ICEV-G","Car","y",1
"2020","4",8115033,"ICEV-G","Car","y",1
"2021","4",7398936,"ICEV-G","Car","y",1
"2022","4",7508454,"ICEV-G","Car","y",1
"2023","4",7440725,"ICEV-G","Car","y",1
"2024","4",8124366,"ICEV-G","Car","y",1
"2025","4",8065588,"ICEV-G","Car","y",1
"2026","4",7632420,"ICEV-G","Car","y",1
"2027","4",7392133,"ICEV-G","Car","y",1
"2028","4",7239566,"ICEV-G","Car","y",1
"2029","4",7071260,"ICEV-G","Car","y",1
"2030","4",6810836,"ICEV-G","Car","y",1
"2031","4",6345659,"ICEV-G","Car","y",1
"2032","4",6108181,"ICEV-G","Car","y",1
"2033","4",5745369,"ICEV-G","Car","y",1
"2034","4",5377424,"ICEV-G","Car","y",1
"2035","4",4954696,"ICEV-G","Car","y",1
"2036","4",4466001,"ICEV-G","Car","y",1
"2037","4",3996332,"ICEV-G","Car","y",1
"2038","4",3555852,"ICEV-G","Car","y",1
"2039","4",3140812,"ICEV-G","Car","y",1
"2040","4",3054963,"ICEV-G","Car","y",1
"2041","4",3049005,"ICEV-G","Car","y",1
"2042","4",3003797,"ICEV-G","Car","y",1
"2043","4",3016449,"ICEV-G","Car","y",1
"2044","4",3085213,"ICEV-G","Car","y",1
"2045","4",3131668,"ICEV-G","Car","y",1
"2046","4",3173168,"ICEV-G","Car","y",1
"2047","4",3225955,"ICEV-G","Car","y",1
"2048","4",3260033,"ICEV-G","Car","y",1
"2049","4",3288705,"ICEV-G","Car","y",1
"2050","4",3289021,"ICEV-G","Car","y",1
"1970","5",5405605,"ICEV-G","Car","y",1
"1971","5",5364384,"ICEV-G","Car","y",1
"1972","5",5326311,"ICEV-G","Car","y",1
"1973","5",5300187,"ICEV-G","Car","y",1
"1974","5",5310286,"ICEV-G","Car","y",1
"1975","5",7767596,"ICEV-G","Car","y",1
"1976","5",9438656,"ICEV-G","Car","y",1
"1977","5",9860770,"ICEV-G","Car","y",1
"1978","5",10249831,"ICEV-G","Car","y",1
"1979","5",7785349,"ICEV-G","Car","y",1
"1980","5",7754079,"ICEV-G","Car","y",1
"1981","5",9188299,"ICEV-G","Car","y",1
"1982","5",10302711,"ICEV-G","Car","y",1
"1983","5",10504707,"ICEV-G","Car","y",1
"1984","5",9820470,"ICEV-G","Car","y",1
"1985","5",7789096,"ICEV-G","Car","y",1
"1986","5",7127253,"ICEV-G","Car","y",1
"1987","5",6698298,"ICEV-G","Car","y",1
"1988","5",7807453,"ICEV-G","Car","y",1
"1989","5",8850496,"ICEV-G","Car","y",1
"1990","5",9462172,"ICEV-G","Car","y",1
"1991","5",9503460,"ICEV-G","Car","y",1
"1992","5",8464280,"ICEV-G","Car","y",1
"1993","5",8812123,"ICEV-G","Car","y",1
"1994","5",8236238,"ICEV-G","Car","y",1
"1995","5",7971281,"ICEV-G","Car","y",1
"1996","5",7186589,"ICEV-G","Car","y",1
"1997","5",7355723,"ICEV-G","Car","y",1
"1998","5",7806192,"ICEV-G","Car","y",1
"1999","5",8181675,"ICEV-G","Car","y",1
"2000","5",7756180,"ICEV-G","Car","y",1
"2001","5",8148451,"ICEV-G","Car","y",1
"2002","5",7703470,"ICEV-G","Car","y",1
"2003","5",7388454,"ICEV-G","Car","y",1
"2004","5",8952865,"ICEV-G","Car","y",1
"2005","5",8381329,"ICEV-G","Car","y",1
"2006","5",7808336,"ICEV-G","Car","y",1
"2007","5",7580493,"ICEV-G","Car","y",1
"2008","5",7193389,"ICEV-G","Car","y",1
"2009","5",7196919,"ICEV-G","Car","y",1
"2010","5",7329707,"ICEV-G","Car","y",1
"2011","5",6948852,"ICEV-G","Car","y",1
"2012","5",6921893,"ICEV-G","Car","y",1
"2013","5",5728304,"ICEV-G","Car","y",1
"2014","5",4180958,"ICEV-G","Car","y",1
"2015","5",4914762,"ICEV-G","Car","y",1
"2016","5",5753078,"ICEV-G","Car","y",1
"2017","5",6413742,"ICEV-G","Car","y",1
"2018","5",6547921,"ICEV-G","Car","y",1
"2019","5",7290924,"ICEV-G","Car","y",1
"2020","5",6411200,"ICEV-G","Car","y",1
"2021","5",7909978,"ICEV-G","Car","y",1
"2022","5",7206284,"ICEV-G","Car","y",1
"2023","5",7311005,"ICEV-G","Car","y",1
"2024","5",7243138,"ICEV-G","Car","y",1
"2025","5",7908062,"ICEV-G","Car","y",1
"2026","5",7845841,"ICEV-G","Car","y",1
"2027","5",7420521,"ICEV-G","Car","y",1
"2028","5",7182469,"ICEV-G","Car","y",1
"2029","5",7030528,"ICEV-G","Car","y",1
"2030","5",6867894,"ICEV-G","Car","y",1
"2031","5",6611237,"ICEV-G","Car","y",1
"2032","5",6155909,"ICEV-G","Car","y",1
"2033","5",5923697,"ICEV-G","Car","y",1
"2034","5",5569829,"ICEV-G","Car","y",1
"2035","5",5212392,"ICEV-G","Car","y",1
"2036","5",4803061,"ICEV-G","Car","y",1
"2037","5",4328917,"ICEV-G","Car","y",1
"2038","5",3874173,"ICEV-G","Car","y",1
"2039","5",3446529,"ICEV-G","Car","y",1
"2040","5",3043342,"ICEV-G","Car","y",1
"2041","5",2961605,"ICEV-G","Car","y",1
"2042","5",2957577,"ICEV-G","Car","y",1
"2043","5",2915161,"ICEV-G","Car","y",1
"2044","5",2928242,"ICEV-G","Car","y",1
"2045","5",2996609,"ICEV-G","Car","y",1
"2046","5",3041141,"ICEV-G","Car","y",1
"2047","5",3083681,"ICEV-G","Car","y",1
"2048","5",3134797,"ICEV-G","Car","y",1
"2049","5",3168752,"ICEV-G","Car","y",1
"2050","5",3197063,"ICEV-G","Car","y",1
"1970","6",5173164,"ICEV-G","Car","y",1
"1971","6",5133716,"ICEV-G","Car","y",1
"1972","6",5097280,"ICEV-G","Car","y",1
"1973","6",5072279,"ICEV-G","Car","y",1
"1974","6",5081944,"ICEV-G","Car","y",1
"1975","6",5026943,"ICEV-G","Car","y",1
"1976","6",7366468,"ICEV-G","Car","y",1
"1977","6",8769066,"ICEV-G","Car","y",1
"1978","6",9344645,"ICEV-G","Car","y",1
"1979","6",9640430,"ICEV-G","Car","y",1
"1980","6",7543570,"ICEV-G","Car","y",1
"1981","6",7428776,"ICEV-G","Car","y",1
"1982","6",8769064,"ICEV-G","Car","y",1
"1983","6",9918057,"ICEV-G","Car","y",1
"1984","6",9944037,"ICEV-G","Car","y",1
"1985","6",9077798,"ICEV-G","Car","y",1
"1986","6",7311536,"ICEV-G","Car","y",1
"1987","6",6717609,"ICEV-G","Car","y",1
"1988","6",6339352,"ICEV-G","Car","y",1
"1989","6",7355239,"ICEV-G","Car","y",1
"1990","6",8177902,"ICEV-G","Car","y",1
"1991","6",8562706,"ICEV-G","Car","y",1
"1992","6",8871033,"ICEV-G","Car","y",1
"1993","6",8055667,"ICEV-G","Car","y",1
"1994","6",8338829,"ICEV-G","Car","y",1
"1995","6",7834265,"ICEV-G","Car","y",1
"1996","6",7400337,"ICEV-G","Car","y",1
"1997","6",6831786,"ICEV-G","Car","y",1
"1998","6",7161620,"ICEV-G","Car","y",1
"1999","6",7374001,"ICEV-G","Car","y",1
"2000","6",7807279,"ICEV-G","Car","y",1
"2001","6",7638324,"ICEV-G","Car","y",1
"2002","6",7683317,"ICEV-G","Car","y",1
"2003","6",7368512,"ICEV-G","Car","y",1
"2004","6",7152015,"ICEV-G","Car","y",1
"2005","6",8591919,"ICEV-G","Car","y",1
"2006","6",7984891,"ICEV-G","Car","y",1
"2007","6",7486500,"ICEV-G","Car","y",1
"2008","6",7309936,"ICEV-G","Car","y",1
"2009","6",6973322,"ICEV-G","Car","y",1
"2010","6",6946584,"ICEV-G","Car","y",1
"2011","6",7099106,"ICEV-G","Car","y",1
"2012","6",6692815,"ICEV-G","Car","y",1
"2013","6",6665027,"ICEV-G","Car","y",1
"2014","6",5455694,"ICEV-G","Car","y",1
"2015","6",4050177,"ICEV-G","Car","y",1
"2016","6",4812288,"ICEV-G","Car","y",1
"2017","6",5648463,"ICEV-G","Car","y",1
"2018","6",6225010,"ICEV-G","Car","y",1
"2019","6",6353683,"ICEV-G","Car","y",1
"2020","6",7067872,"ICEV-G","Car","y",1
"2021","6",6210263,"ICEV-G","Car","y",1
"2022","6",7656021,"ICEV-G","Car","y",1
"2023","6",6973063,"ICEV-G","Car","y",1
"2024","6",7072521,"ICEV-G","Car","y",1
"2025","6",7006369,"ICEV-G","Car","y",1
"2026","6",7644678,"ICEV-G","Car","y",1
"2027","6",7580491,"ICEV-G","Car","y",1
"2028","6",7165130,"ICEV-G","Car","y",1
"2029","6",6931621,"ICEV-G","Car","y",1
"2030","6",6785789,"ICEV-G","Car","y",1
"2031","6",6625086,"ICEV-G","Car","y",1
"2032","6",6373586,"ICEV-G","Car","y",1
"2033","6",5932787,"ICEV-G","Car","y",1
"2034","6",5706928,"ICEV-G","Car","y",1
"2035","6",5365254,"ICEV-G","Car","y",1
"2036","6",5021388,"ICEV-G","Car","y",1
"2037","6",4626624,"ICEV-G","Car","y",1
"2038","6",4170445,"ICEV-G","Car","y",1
"2039","6",3731667,"ICEV-G","Car","y",1
"2040","6",3318765,"ICEV-G","Car","y",1
"2041","6",2931956,"ICEV-G","Car","y",1
